,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition,patches,killed,ecology
82976,100000,96773.9,1011.65,93.7013,0,0,215.417,202.48,0,0.030208299999999997,0.030208299999999997,0,3027.07,-43.2483,0,79.4119,677.0,960.0,677.0,960.0,677.0,677.0,677.0,960.0,283.0,10.9442,7.309769999999999,10.6886,7.83944,11.2303,10.8488,11.0683,7.823689999999999,22.9601,930.0,28710.0,960.0,2.0,2.0,0.0,0.0,0.0,29.0,27.0,29.0,960.0,466.0,960.0,0.0,0.0,2.0,0.8739040000000001,2.0,2.70594,6.82377,10782,test_command_results/1_patches_30_cells_400_killed_ecology-pop10_10782/data,1,400,Y
83077,100000,3767470.0,1823.97,2042.75,0,0,198.28799999999998,189.81799999999998,0,0.0155039,0.0116279,0,1617.84,-7.55663,0,1808.42,555.0,228.0,1010.0,931.0,399.0,931.0,983.0,879.0,879.0,25.1724,63.246,11.9148,13.0056,33.1113,13.6956,12.9434,14.2659,14.4364,9000.0,30510.0,1032.0,183.0,153.0,0.0,0.0,0.0,16.0,8.0,12.0,811.0,224.0,1032.0,0.0,0.0,9.0,2.12065,39.0,2.69103,6.581460000000001,9484,test_command_results/100_patches_3_cells_300_killed_ecology-pop5_9484/data,100,300,Y
83170,100000,297342.0,1231.04,238.291,0,0,112.626,108.435,0,0.022012599999999997,0.0167715,0,3286.7,-16.6511,0,180.512,896.0,912.0,922.0,904.0,852.0,930.0,876.0,866.0,889.0,9.56828,9.67419,9.241389999999999,9.467789999999999,9.84187,9.20159,9.78898,9.52388,9.5428,930.0,28530.0,954.0,472.0,149.0,0.0,0.0,0.0,21.0,19.0,16.0,663.0,475.0,954.0,0.0,0.0,38.0,1.6828400000000001,93.0,3.02683,8.43442,10555,test_command_results/1_patches_30_cells_300_killed-pop8_10555/data,1,300,N
83271,100000,1161370.0,1710.87,669.1289999999999,0,0,187.643,178.80200000000002,0,0.0140351,0.0122807,0,1743.64,6.36025,0,435.463,614.0,257.0,1128.0,1045.0,433.0,1045.0,1098.0,972.0,972.0,25.5579,50.3137,11.0123,12.5744,23.8808,10.5185,10.5002,11.4275,11.5758,9000.0,33720.0,1140.0,155.0,143.0,0.0,0.0,0.0,16.0,14.0,14.0,954.0,309.0,1140.0,0.0,0.0,11.0,2.14837,43.0,2.71572,6.634989999999999,9285,test_command_results/100_patches_3_cells_200_killed_ecology-pop5_9285/data,100,200,Y
83372,100000,5.8151e+39,13057.7,4.68794e+35,0,0,823.686,486.259,0,0.00224467,0.00112233,0,2386.76,30.6229,0,-3.65297e+66,872.0,530.0,1.0,822.0,858.0,305.0,312.0,520.0,513.0,103.557,162.21200000000002,993.7719999999999,107.12799999999999,107.704,269.77099999999996,270.683,161.195,162.054,930.0,26670.0,891.0,846.0,32.0,0.0,0.0,0.0,2.0,0.0,1.0,109.0,453.0,891.0,0.0,0.0,29.0,1.7595900000000002,70.0,2.34096,5.31201,10811,test_command_results/1_patches_30_cells_500_killed-pop1_10811/data,1,500,N
83466,100000,3.21394e+32,11278.4,2.17665e+28,0,0,791.1469999999999,656.405,0,0.00109649,0.0,0,1451.92,31.3865,0,1.0884700000000002e+88,770.0,38.0,764.0,151.0,711.0,751.0,85.0,625.0,590.0,121.604,994.936,127.92299999999999,974.3689999999999,126.96700000000001,127.09200000000001,958.7139999999999,129.06,128.77100000000002,9000.0,27330.0,912.0,898.0,145.0,0.0,0.0,0.0,1.0,0.0,0.0,237.0,225.0,912.0,0.0,0.0,26.0,2.23049,89.0,2.11293,4.9177599999999995,11010,test_command_results/225_patches_2_cells_100_killed-pop1_11010/data,225,100,N
83567,100000,9575090.0,2123.8,4488.38,0,0,120.855,115.855,0,0.013000000000000001,0.013000000000000001,0,1610.4,38.6894,0,3937.04,571.0,603.0,571.0,603.0,397.0,571.0,1000.0,429.0,1000.0,20.3503,72.1035,79.7172,20.4089,50.7757,20.7164,15.5242,55.2714,12.9663,930.0,29850.0,1000.0,3.0,3.0,0.0,0.0,0.0,13.0,8.0,13.0,1000.0,493.0,1000.0,0.0,0.0,3.0,1.14964,3.0,2.39099,5.745,10106,test_command_results/1_patches_30_cells_100_killed_ecology-pop6_10106/data,1,100,Y
83668,100000,102794000.0,2534.0,40566.0,0,0,179.0,174.0,0,0.0149095,0.0149095,0,1360.34,46.7299,0,33403.4,939.0,939.0,0.0,939.0,939.0,939.0,939.0,939.0,939.0,17.5561,37.7101,994.992,19.4345,19.6129,36.3799,18.5832,37.3372,22.1295,930.0,28140.0,939.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,14.0,939.0,452.0,939.0,0.0,0.0,1.0,0.0,1.0,2.9473599999999998,8.0,10723,test_command_results/1_patches_30_cells_400_killed_ecology-pop7_10723/data,1,400,Y
83769,100000,313802000.0,3697.18,84863.7,0,0,825.0,782.51,0,0.00535906,0.00535906,0,1107.5,9.66413,0,92723.8,933.0,933.0,0.0,933.0,933.0,0.0,0.0,933.0,933.0,29.8389,29.509,994.992,29.3337,29.26,994.992,994.992,28.0932,28.5959,930.0,27960.0,933.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,933.0,437.0,933.0,0.0,0.0,1.0,0.0,1.0,2.5849599999999997,6.0,10807,test_command_results/1_patches_30_cells_500_killed_ecology-pop1_10807/data,1,500,Y
83870,100000,3.10371e+59,15851.0,1.7548900000000003e+55,0,0,919.035,504.814,0,0.0,0.0,0,8568.71,-9.40053,0,7.44576e+66,855.0,852.0,465.0,857.0,857.0,644.0,832.0,812.0,823.0,148.67600000000002,155.118,427.103,150.003,154.30200000000002,223.273,154.29,154.91299999999998,154.904,930.0,26490.0,883.0,864.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,437.0,883.0,0.0,0.0,45.0,2.29811,78.0,2.89132,7.924119999999999,10579,test_command_results/1_patches_30_cells_300_killed-pop9_10579/data,1,300,N
83963,100000,1663970.0,1469.97,1059.29,0,0,119.662,116.882,0,0.0179325,0.012658200000000001,0,3124.04,24.7632,0,783.058,862.0,886.0,899.0,897.0,827.0,840.0,864.0,849.0,873.0,12.7344,12.4274,11.8078,12.0443,12.1973,12.5032,12.0185,12.0198,12.2257,930.0,28380.0,948.0,461.0,104.0,0.0,0.0,0.0,17.0,18.0,12.0,631.0,473.0,948.0,0.0,0.0,61.0,2.19076,157.0,2.97422,8.22434,10352,test_command_results/1_patches_30_cells_200_killed-pop8_10352/data,1,200,N
84064,100000,151637000000000.0,3885.79,37681700000.0,0,0,600.124,327.231,0,0.00722394,0.00103199,0,2277.37,58.0441,0,50051300000.0,969.0,959.0,942.0,957.0,863.0,956.0,882.0,791.0,874.0,19.0875,38.5594,40.3746,20.2631,43.7683,58.7826,23.3537,57.3151,45.2374,930.0,29040.0,969.0,865.0,61.0,0.0,0.0,0.0,7.0,8.0,1.0,196.0,492.0,969.0,0.0,0.0,24.0,1.26868,213.0,2.9875,8.45398,10039,test_command_results/1_patches_30_cells_100_killed-pop2_10039/data,1,100,N
84157,100000,3.90383e+33,7698.38,3.46915e+29,0,0,695.949,679.2719999999999,0,0.0,0.0,0,565.569,5.966880000000001,0,2.77299e+29,898.0,898.0,898.0,898.0,898.0,898.0,898.0,0.0,898.0,109.495,102.325,109.587,102.21799999999999,102.416,102.374,102.21700000000001,994.992,102.007,930.0,26970.0,898.0,205.0,201.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,439.0,898.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10166,test_command_results/1_patches_30_cells_100_killed_ecology-pop9_10166/data,1,100,Y
84258,100000,44534100000.0,2088.88,9528930.0,0,0,206.312,200.608,0,0.00103306,0.00103306,0,736.4939999999999,0.471764,0,6326490.0,463.0,11.0,465.0,454.0,463.0,465.0,465.0,11.0,454.0,44.2637,994.992,31.6798,30.7097,23.9198,26.0925,25.6167,994.992,32.6728,9000.0,29010.0,968.0,455.0,122.0,0.0,0.0,0.0,1.0,3.0,1.0,968.0,603.0,968.0,0.0,0.0,4.0,1.0956,40.0,1.33043,3.34715,9245,test_command_results/100_patches_3_cells_200_killed_ecology-pop3_9245/data,100,200,Y
84359,100000,8984.82,780.8939999999999,11.5058,0,0,108.0,104.145,0,0.033880900000000005,0.033880900000000005,0,3898.8,-15.7833,0,8.2562,974.0,974.0,660.0,974.0,769.0,314.0,519.0,660.0,660.0,8.86085,6.35164,6.43982,5.57674,15.0855,20.1745,10.5242,8.78041,7.565510000000001,930.0,29190.0,974.0,3.0,3.0,0.0,0.0,0.0,33.0,34.0,33.0,974.0,486.0,974.0,0.0,0.0,3.0,1.51177,3.0,2.67863,6.677980000000001,10743,test_command_results/1_patches_30_cells_400_killed_ecology-pop8_10743/data,1,400,Y
84460,100000,113227000.0,2226.11,50095.0,0,0,121.939,117.822,0,0.011828,0.00752688,0,1849.72,49.0551,0,36364.0,714.0,784.0,743.0,772.0,747.0,763.0,739.0,258.0,729.0,22.2328,19.9674,56.711000000000006,19.9711,23.8741,20.4994,24.0567,45.4135,26.1773,930.0,27870.0,930.0,382.0,134.0,0.0,0.0,0.0,11.0,13.0,7.0,691.0,443.0,930.0,0.0,0.0,33.0,2.44034,66.0,2.6156,6.715210000000001,10519,test_command_results/1_patches_30_cells_300_killed-pop6_10519/data,1,300,N
84561,100000,35941300000.0,2939.01,11185600.0,0,0,190.033,180.46200000000002,0,0.0063762,0.0042508,0,1620.03,41.7333,0,9018710.0,908.0,769.0,233.0,870.0,809.0,817.0,737.0,766.0,764.0,28.139,32.8729,79.7658,21.8395,23.3811,28.0326,29.235,32.9479,24.315,930.0,28200.0,941.0,618.0,161.0,0.0,0.0,0.0,6.0,5.0,4.0,514.0,454.0,941.0,0.0,0.0,38.0,2.43995,127.0,2.5607900000000003,7.09139,10332,test_command_results/1_patches_30_cells_200_killed-pop7_10332/data,1,200,N
84662,100000,82861200000.0,1721.38,18892200.0,0,0,201.283,198.453,0,0.00312175,0.00312175,0,665.913,2.60582,0,10627000.0,394.0,15.0,394.0,379.0,394.0,394.0,394.0,15.0,379.0,22.3514,994.992,43.5471,38.3148,22.226,21.4027,21.3372,994.992,41.4388,9000.0,28770.0,961.0,482.0,133.0,0.0,0.0,0.0,3.0,6.0,3.0,961.0,649.0,961.0,0.0,0.0,3.0,1.07073,28.0,1.1405299999999998,2.84833,9444,test_command_results/100_patches_3_cells_300_killed_ecology-pop3_9444/data,100,300,Y
84763,100000,2411600000.0,2796.75,619505.0,0,0,471.74699999999996,450.05699999999996,0,0.00428082,0.00428082,0,546.372,-1.4704899999999999,0,-5.358190000000001e+37,1026.0,551.0,1028.0,551.0,1028.0,1028.0,551.0,477.0,477.0,20.4772,68.2865,20.9039,46.3125,24.4675,21.054000000000002,47.8922,35.1599,35.2754,9000.0,34890.0,1168.0,241.0,46.0,0.0,0.0,0.0,5.0,8.0,5.0,1167.0,345.0,1168.0,0.0,0.0,4.0,1.42392,17.0,2.3670400000000003,5.74483,11004,test_command_results/225_patches_2_cells_100_killed_ecology-pop1_11004/data,225,100,Y
84864,100000,11131.5,797.7439999999999,13.9471,0,0,108.0,104.126,0,0.00730689,0.00730689,0,3830.29,-25.6403,0,9.25212,958.0,958.0,645.0,958.0,747.0,313.0,524.0,645.0,645.0,7.2709399999999995,7.38345,7.17373,4.7255400000000005,12.0566,14.634,8.69955,8.88293,7.32092,930.0,28710.0,958.0,3.0,3.0,0.0,0.0,0.0,7.0,9.0,7.0,958.0,479.0,958.0,0.0,0.0,3.0,1.52576,3.0,2.66709,6.67435,10749,test_command_results/1_patches_30_cells_400_killed_ecology-pop8_10749/data,1,400,Y
84965,100000,89984600.0,2200.43,40454.8,0,0,120.384,116.068,0,0.00751073,0.00643777,0,1796.0,38.6057,0,32414.9,734.0,677.0,478.0,693.0,583.0,480.0,753.0,387.0,692.0,25.9572,47.4722,90.1157,19.5476,28.6763,27.916,17.0522,37.0375,18.4386,930.0,27900.0,932.0,392.0,113.0,0.0,0.0,0.0,7.0,5.0,6.0,668.0,447.0,932.0,0.0,0.0,44.0,3.07585,93.0,2.37387,5.8766099999999994,10513,test_command_results/1_patches_30_cells_300_killed-pop6_10513/data,1,300,N
85066,100000,49265600000.0,2976.23,14772600.0,0,0,180.53900000000002,171.28599999999997,0,0.00743889,0.0031881,0,1627.59,48.6281,0,16935100.0,891.0,765.0,344.0,871.0,816.0,798.0,788.0,758.0,765.0,35.328,34.2183,56.6787,26.533,26.9687,27.0788,33.1858,33.4799,28.2217,930.0,28200.0,941.0,568.0,151.0,0.0,0.0,0.0,7.0,7.0,3.0,563.0,450.0,941.0,0.0,0.0,30.0,2.27125,122.0,2.61968,7.22128,10338,test_command_results/1_patches_30_cells_200_killed-pop7_10338/data,1,200,N
85167,100000,9.93764e+34,9786.68,9.48701e+30,0,0,957.346,949.8330000000001,0,0.00112613,0.0,0,1544.81,-23.3015,0,3.45225e+30,0.0,888.0,0.0,888.0,888.0,888.0,888.0,888.0,888.0,807.064,105.13,994.992,106.71700000000001,106.699,106.774,106.689,105.134,105.12799999999999,930.0,26610.0,888.0,153.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,455.0,888.0,0.0,0.0,1.0,0.0,3.0,2.80557,7.0,10487,test_command_results/1_patches_30_cells_300_killed_ecology-pop5_10487/data,1,300,Y
85268,100000,1.32195e+34,9310.33,1.17476e+30,0,0,843.31,826.592,0,0.00111607,0.0,0,708.073,-0.722459,0,3.30472e+29,894.0,894.0,894.0,894.0,894.0,894.0,894.0,0.0,894.0,100.944,103.928,101.03,104.087,104.546,104.50299999999999,104.086,994.992,104.132,930.0,26880.0,896.0,203.0,199.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,468.0,896.0,0.0,0.0,2.0,0.022876,2.0,2.9933,7.982139999999999,10367,test_command_results/1_patches_30_cells_200_killed_ecology-pop9_10367/data,1,200,Y
85369,100000,6.42643e+37,14212.9,4.46477e+33,0,0,783.449,444.19699999999995,0,0.00110497,0.00110497,0,4562.73,145.596,0,1.2666e+67,892.0,866.0,614.0,885.0,786.0,391.0,863.0,652.0,265.0,91.6447,96.7173,197.903,89.05799999999999,102.62899999999999,238.80200000000002,98.4049,100.412,156.846,930.0,27150.0,905.0,854.0,43.0,0.0,0.0,0.0,1.0,1.0,1.0,130.0,464.0,905.0,0.0,0.0,34.0,2.36279,90.0,2.72755,6.8663,10694,test_command_results/1_patches_30_cells_400_killed-pop5_10694/data,1,400,N
85470,100000,18535100.0,2131.18,8673.38,0,0,121.06299999999999,116.06299999999999,0,0.0052356,0.0052356,0,1600.68,-22.7933,0,6612.78,585.0,585.0,585.0,585.0,370.0,585.0,955.0,370.0,955.0,20.7429,78.0148,78.3841,21.1955,44.5733,21.3999,14.2575,45.7842,16.4256,930.0,28620.0,955.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,955.0,483.0,955.0,0.0,0.0,2.0,0.963392,2.0,2.40863,5.83648,10307,test_command_results/1_patches_30_cells_200_killed_ecology-pop6_10307/data,1,200,Y
85571,100000,2829850000000.0,3168.85,747182000.0,0,0,508.288,323.52099999999996,0,0.00705645,0.0,0,1685.43,41.9742,0,-2.7510900000000003e+75,858.0,535.0,811.0,740.0,470.0,843.0,528.0,355.0,432.0,24.3646,59.6402,33.2678,28.5667,75.6154,24.2093,50.2734,57.7848,61.4838,9000.0,29550.0,992.0,922.0,205.0,0.0,0.0,0.0,7.0,3.0,0.0,250.0,304.0,992.0,0.0,0.0,47.0,3.3366300000000004,216.0,2.23889,5.61375,9235,test_command_results/100_patches_3_cells_200_killed-pop2_9235/data,100,200,N
85672,100000,864008000.0,2947.81,295609.0,0,0,525.47,483.56699999999995,0,0.0048216000000000005,0.0048216000000000005,0,893.362,4.80668,0,-1.9889100000000002e+65,994.0,431.0,1006.0,431.0,1006.0,1006.0,431.0,575.0,575.0,16.5503,50.2469,16.2747,29.8517,21.2864,16.1429,30.1185,37.8747,38.3654,9000.0,30960.0,1037.0,76.0,44.0,0.0,0.0,0.0,5.0,7.0,5.0,1037.0,219.0,1037.0,0.0,0.0,4.0,1.22748,15.0,2.58866,6.22427,9205,test_command_results/100_patches_3_cells_200_killed_ecology-pop1_9205/data,100,200,Y
85773,100000,1297770000.0,2555.86,464786.0,0,0,522.859,478.569,0,0.005976100000000001,0.005976100000000001,0,917.543,-0.13159500000000002,0,-3.54236e+41,862.0,384.0,863.0,384.0,863.0,863.0,384.0,479.0,479.0,18.5766,49.8499,18.8241,32.2518,23.9453,19.0752,32.7165,44.8022,45.393,9000.0,29970.0,1004.0,177.0,55.0,0.0,0.0,0.0,6.0,11.0,6.0,1003.0,294.0,1004.0,0.0,0.0,4.0,1.45023,17.0,2.2955200000000002,5.5311900000000005,9404,test_command_results/100_patches_3_cells_300_killed_ecology-pop1_9404/data,100,300,Y
85874,100000,112311000.0,2551.87,44007.1,0,0,178.55700000000002,173.705,0,0.010627,0.010627,0,1313.96,-52.4405,0,36253.0,941.0,802.0,0.0,941.0,941.0,941.0,941.0,941.0,941.0,19.2698,36.1266,994.992,18.0198,18.2426,31.1557,18.4726,27.826999999999998,17.6611,930.0,28170.0,941.0,2.0,2.0,0.0,0.0,0.0,10.0,9.0,10.0,941.0,442.0,941.0,0.0,0.0,2.0,0.60449,3.0,2.91982,7.852130000000001,10729,test_command_results/1_patches_30_cells_400_killed_ecology-pop7_10729/data,1,400,Y
85968,100000,1690580.0,1325.71,1291.98,0,0,236.582,223.993,0,0.00727651,0.002079,0,3187.95,-19.0677,0,826.1339999999999,909.0,945.0,934.0,946.0,890.0,941.0,892.0,876.0,880.0,9.35308,8.98748,9.30603,9.56219,9.62509,9.24809,9.81011,9.72156,9.753960000000001,930.0,28830.0,962.0,649.0,145.0,0.0,0.0,0.0,7.0,6.0,2.0,488.0,483.0,962.0,0.0,0.0,35.0,1.50944,64.0,3.0685,8.53742,10391,test_command_results/1_patches_30_cells_200_killed-pop10_10391/data,1,200,N
86069,100000,1830640000000000.0,4236.89,485214000000.0,0,0,487.725,308.893,0,0.00743889,0.0031881,0,1910.36,-27.6518,0,-1.22132e+17,935.0,625.0,892.0,926.0,884.0,892.0,593.0,282.0,580.0,33.4529,83.4229,34.8886,34.9553,35.1659,75.0449,67.4746,74.443,75.5856,930.0,28140.0,941.0,846.0,81.0,0.0,0.0,0.0,7.0,5.0,3.0,213.0,480.0,941.0,0.0,0.0,31.0,1.82591,156.0,2.63902,7.02234,10033,test_command_results/1_patches_30_cells_100_killed-pop2_10033/data,1,100,N
86163,100000,4.605430000000001e+90,17155.7,2.55559e+86,0,0,935.702,647.246,0,0.00126904,0.0,0,3130.19,-36.4154,0,5.582130000000001e+85,749.0,736.0,743.0,745.0,755.0,739.0,729.0,719.0,724.0,235.58900000000003,235.358,235.59099999999998,235.106,235.708,240.09400000000002,235.106,236.24099999999999,238.26,930.0,23640.0,788.0,760.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,389.0,788.0,0.0,0.0,37.0,1.10247,55.0,2.9872,8.425130000000001,10573,test_command_results/1_patches_30_cells_300_killed-pop9_10573/data,1,300,N
86264,100000,2128630.0,1528.22,1364.37,0,0,136.733,120.73100000000001,0,0.0103199,0.0103199,0,4321.38,78.1028,0,997.956,939.0,939.0,946.0,904.0,862.0,869.0,873.0,885.0,902.0,11.6999,10.3746,10.4295,11.2618,12.0191,11.8959,11.3172,11.6648,11.3016,930.0,29010.0,969.0,551.0,141.0,0.0,0.0,0.0,10.0,9.0,10.0,577.0,485.0,969.0,0.0,0.0,39.0,1.49084,98.0,3.00217,8.3812,10358,test_command_results/1_patches_30_cells_200_killed-pop8_10358/data,1,200,N
86365,100000,1.0562e+34,10394.6,9.08924e+29,0,0,914.18,895.669,0,0.00111857,0.0,0,1308.28,13.8484,0,9.76073e+29,894.0,894.0,894.0,894.0,894.0,894.0,894.0,0.0,894.0,107.198,110.316,107.286,110.454,110.904,110.898,110.454,994.992,110.509,930.0,26820.0,894.0,220.0,215.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,442.0,894.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10564,test_command_results/1_patches_30_cells_300_killed_ecology-pop9_10564/data,1,300,Y
86466,100000,1.29e+21,6748.23,1.90464e+17,0,0,392.582,226.93099999999998,0,0.00322581,0.00107527,0,1945.18,-10.177,0,-3.9395000000000003e+42,908.0,904.0,906.0,903.0,895.0,897.0,877.0,872.0,872.0,80.2526,53.4692,49.073,47.2339,47.9897,49.585,48.1282,63.9158,71.1507,930.0,27900.0,930.0,742.0,110.0,0.0,0.0,0.0,3.0,4.0,1.0,342.0,462.0,930.0,0.0,0.0,26.0,0.648112,350.0,3.02517,8.63832,10777,test_command_results/1_patches_30_cells_400_killed-pop9_10777/data,1,400,N
86567,100000,3489620.0,1775.47,1909.44,0,0,189.071,174.37099999999998,0,0.0160714,0.00446429,0,1899.88,-0.628206,0,1016.72,508.0,250.0,925.0,886.0,469.0,951.0,979.0,854.0,873.0,28.2873,40.7958,12.2506,13.1895,23.5416,12.1073,10.2476,12.0378,12.1324,9000.0,33090.0,1120.0,792.0,205.0,0.0,0.0,0.0,18.0,8.0,5.0,346.0,288.0,1120.0,0.0,0.0,73.0,3.6760599999999997,244.0,2.46877,5.97305,9295,test_command_results/100_patches_3_cells_200_killed-pop5_9295/data,100,200,N
86668,100000,1.96177e+34,9865.82,1.87282e+30,0,0,964.8639999999999,957.3639999999999,0,0.0,0.0,0,1614.14,-15.3429,0,1.0326e+30,0.0,902.0,0.0,902.0,902.0,902.0,902.0,902.0,902.0,797.07,106.995,994.992,104.79,104.78,104.85600000000001,104.771,107.0,106.994,930.0,27120.0,902.0,131.0,127.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,451.0,902.0,0.0,0.0,1.0,0.0,3.0,2.80566,7.0,10284,test_command_results/1_patches_30_cells_200_killed_ecology-pop5_10284/data,1,200,Y
86769,100000,19422900.0,2121.81,9181.48,0,0,120.889,115.889,0,0.0115789,0.0115789,0,1628.69,16.5439,0,6564.99,549.0,620.0,549.0,620.0,330.0,549.0,950.0,401.0,950.0,25.0107,71.9588,93.13600000000001,24.3634,38.5668,26.3472,15.4157,35.6115,17.7588,930.0,28380.0,950.0,3.0,3.0,0.0,0.0,0.0,11.0,8.0,11.0,950.0,457.0,950.0,0.0,0.0,3.0,1.2664799999999998,3.0,2.4098,5.81033,10504,test_command_results/1_patches_30_cells_300_killed_ecology-pop6_10504/data,1,300,Y
86870,100000,10624100.0,2111.59,4845.65,0,0,120.84200000000001,116.01299999999999,0,0.00867888,0.00675024,0,1383.52,-2.4121599999999996,0,3672.4,508.0,521.0,464.0,811.0,675.0,721.0,547.0,397.0,737.0,24.4464,51.4707,32.1485,18.0211,35.2057,19.1668,21.1871,47.2864,17.5332,9000.0,30840.0,1037.0,439.0,200.0,0.0,0.0,0.0,9.0,9.0,7.0,776.0,211.0,1037.0,0.0,0.0,58.0,3.79218,156.0,2.20872,5.18872,9319,test_command_results/100_patches_3_cells_200_killed-pop6_9319/data,100,200,N
86971,100000,2345.62,782.325,2.88025,0,0,109.54,103.807,0,0.0357591,0.0244668,0,5938.1,-34.0315,0,2.02615,1155.0,962.0,1238.0,1270.0,879.0,1448.0,445.0,888.0,971.0,7.887519999999999,5.4834,8.12228,6.413869999999999,9.82214,4.86011,13.5694,6.41205,6.318219999999999,9000.0,46260.0,1594.0,704.0,216.0,0.0,0.0,0.0,57.0,47.0,39.0,1064.0,612.0,1594.0,0.0,0.0,93.0,4.472580000000001,342.0,2.3696099999999998,5.78995,9354,test_command_results/100_patches_3_cells_200_killed-pop8_9354/data,100,200,N
87065,100000,178069000.0,2258.88,78961.0,0,0,121.286,116.787,0,0.019354800000000002,0.0139785,0,1920.68,-44.0177,0,44822.3,637.0,647.0,612.0,668.0,849.0,627.0,872.0,260.0,794.0,27.8521,27.7389,74.4905,25.9556,18.0661,28.180999999999997,17.7189,55.6037,17.0682,930.0,27750.0,930.0,377.0,105.0,0.0,0.0,0.0,18.0,13.0,13.0,674.0,460.0,930.0,0.0,0.0,37.0,2.40388,73.0,2.52969,6.41505,10717,test_command_results/1_patches_30_cells_400_killed-pop6_10717/data,1,400,N
87160,100000,4699.88,1049.63,4.4343699999999995,0,0,217.167,192.28,0,0.0227998,0.0123119,0,3377.41,-52.3435,0,3.06924,1270.0,1400.0,1346.0,1337.0,2056.0,2138.0,1566.0,1880.0,692.0,5.7918199999999995,5.45045,5.66656,4.888719999999999,3.92815,3.6325199999999995,5.313269999999999,4.05728,12.4273,9000.0,64530.0,2193.0,1360.0,368.0,0.0,0.0,0.0,50.0,42.0,27.0,1109.0,1028.0,2193.0,0.0,0.0,55.0,2.83855,139.0,2.54585,6.2403900000000005,9190,test_command_results/100_patches_3_cells_100_killed-pop10_9190/data,100,100,N
87261,100000,1819.14,1068.75,1.70081,0,0,126.48200000000001,124.428,0,0.00788132,0.00788132,0,2824.68,-41.7047,0,1.08289,652.0,1505.0,2157.0,1389.0,2157.0,2157.0,2157.0,768.0,1389.0,10.0816,4.1171,2.8105,4.56973,2.9664200000000003,3.01285,2.97435,8.097000000000001,4.60176,9000.0,64320.0,2157.0,5.0,5.0,0.0,0.0,0.0,17.0,41.0,17.0,2157.0,986.0,2157.0,0.0,0.0,3.0,1.58123,3.0,2.72784,6.64245,9068,test_command_results/100_patches_3_cells_100_killed_ecology-pop4_9068/data,100,100,Y
87362,100000,2144650000.0,2484.62,854901.0,0,0,272.416,255.852,0,0.00851064,0.00319149,0,1949.43,27.36,0,523147.0,453.0,451.0,900.0,910.0,869.0,898.0,873.0,872.0,874.0,46.4076,30.0597,20.4789,21.3138,23.1044,18.1271,23.7419,16.9282,16.5715,930.0,28140.0,940.0,728.0,138.0,0.0,0.0,0.0,8.0,7.0,3.0,366.0,472.0,940.0,0.0,0.0,42.0,1.90978,121.0,2.85245,7.55272,10490,test_command_results/1_patches_30_cells_300_killed-pop5_10490/data,1,300,N
87463,100000,3.9131000000000005e+39,6417.61,2.90153e+35,0,0,548.006,470.045,0,0.00111359,0.0,0,599.437,-10.7167,0,-1.98631e+50,460.0,362.0,461.0,452.0,459.0,459.0,429.0,437.0,440.0,81.5578,469.67199999999997,95.0663,123.771,104.405,120.90299999999999,103.465,118.992,119.12299999999999,9000.0,26910.0,898.0,854.0,73.0,0.0,0.0,0.0,1.0,3.0,0.0,489.0,491.0,898.0,0.0,0.0,27.0,1.9604,77.0,1.53484,4.3933,9371,test_command_results/100_patches_3_cells_200_killed-pop9_9371/data,100,200,N
87564,100000,7665950.0,2113.03,3483.64,0,0,120.581,115.59200000000001,0,0.0146119,0.010045700000000001,0,1363.29,0.143191,0,3375.84,536.0,555.0,543.0,819.0,664.0,707.0,572.0,420.0,762.0,26.4128,52.1581,32.8355,18.7762,32.4586,18.8538,22.3001,50.9823,16.6945,9000.0,32430.0,1095.0,454.0,180.0,0.0,0.0,0.0,16.0,17.0,11.0,815.0,253.0,1095.0,0.0,0.0,58.0,3.8303300000000005,155.0,2.15275,5.08148,9313,test_command_results/100_patches_3_cells_200_killed-pop6_9313/data,100,200,N
