,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition,patches,killed,ecology
41223,100000,1.5727600000000002e+68,13830.6,1.2192900000000002e+64,0,0,822.826,516.899,0,0.00116279,0.0,0,3996.76,-49.7653,0,4.717800000000001e+63,844.0,835.0,837.0,834.0,843.0,836.0,834.0,822.0,831.0,178.158,177.47799999999998,177.995,177.52700000000002,178.145,177.771,177.52599999999998,181.405,177.625,930.0,25800.0,860.0,834.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,419.0,860.0,0.0,0.0,24.0,0.5831270000000001,28.0,3.09544,8.73953,10772,test_command_results/1_patches_30_cells_400_killed-pop9_10772/data,1,400,N
41324,100000,5.50079e+33,8319.96,4.88829e+29,0,0,752.5,735.783,0,0.00112108,0.0,0,610.812,-6.343780000000001,0,4.43691e+29,892.0,892.0,892.0,892.0,892.0,892.0,892.0,0.0,892.0,103.896,106.98899999999999,103.985,107.152,107.58200000000001,107.541,107.15100000000001,994.992,107.195,930.0,26760.0,892.0,187.0,185.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,427.0,892.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10561,test_command_results/1_patches_30_cells_300_killed_ecology-pop9_10561/data,1,300,Y
41425,100000,1.29116e+49,4154.76,7.1589e+44,0,0,363.30400000000003,338.93699999999995,0,0.00442478,0.0,0,1063.45,19.9344,0,5.98032e+48,529.0,509.0,533.0,510.0,525.0,516.0,495.0,475.0,500.0,102.65299999999999,98.6387,112.795,123.691,119.758,123.615,145.92600000000002,123.723,146.474,9000.0,27060.0,904.0,767.0,184.0,0.0,0.0,0.0,4.0,2.0,0.0,563.0,430.0,904.0,0.0,0.0,38.0,2.01985,118.0,1.81035,5.07965,9374,test_command_results/100_patches_3_cells_200_killed-pop9_9374/data,100,200,N
41526,100000,29162800.0,1786.86,16202.6,0,0,210.178,198.921,0,0.00736842,0.00631579,0,2156.4,-21.8083,0,9171.19,430.0,402.0,237.0,916.0,884.0,925.0,666.0,889.0,892.0,34.0288,34.3615,61.1297,11.5441,13.475,11.2351,16.9753,12.3887,12.4792,930.0,28470.0,950.0,643.0,148.0,0.0,0.0,0.0,7.0,8.0,6.0,479.0,477.0,950.0,0.0,0.0,43.0,2.7507099999999998,89.0,2.62893,6.568569999999999,10495,test_command_results/1_patches_30_cells_300_killed-pop5_10495/data,1,300,N
41627,100000,691807000.0,1788.6,236769.0,0,0,176.782,169.58599999999998,0,0.00489716,0.00195886,0,1864.88,15.2452,0,178699.0,697.0,185.0,608.0,519.0,535.0,674.0,586.0,576.0,578.0,24.4827,73.3495,21.8467,26.3456,28.6314,19.6095,27.2124,30.641,20.7076,9000.0,30480.0,1021.0,699.0,224.0,0.0,0.0,0.0,5.0,5.0,2.0,740.0,474.0,1021.0,0.0,0.0,33.0,2.7846599999999997,187.0,1.75805,4.84055,9339,test_command_results/100_patches_3_cells_200_killed-pop7_9339/data,100,200,N
41722,100000,3582.12,1047.29,3.4488199999999996,0,0,214.02,188.41,0,0.0205869,0.00963644,0,3419.71,-19.4528,0,2.52692,1431.0,1517.0,1386.0,1422.0,2109.0,2225.0,1551.0,2074.0,674.0,5.00934,4.69907,5.04735,4.44501,3.45454,3.4129199999999997,4.65174,3.71771,11.3714,9000.0,67230.0,2283.0,1493.0,362.0,0.0,0.0,0.0,47.0,39.0,22.0,1103.0,1069.0,2283.0,0.0,0.0,62.0,2.69461,132.0,2.56527,6.2988,9195,test_command_results/100_patches_3_cells_100_killed-pop10_9195/data,100,100,N
41823,100000,59820400.0,2141.35,27467.5,0,0,121.54,116.999,0,0.00967742,0.00860215,0,1851.08,12.7436,0,27643.5,663.0,531.0,528.0,531.0,466.0,523.0,857.0,354.0,777.0,21.8731,32.4933,83.1575,23.3557,31.5268,23.3602,15.4973,45.803000000000004,19.0822,930.0,27900.0,930.0,359.0,119.0,0.0,0.0,0.0,9.0,11.0,8.0,702.0,425.0,930.0,0.0,0.0,42.0,2.74779,90.0,2.3845,5.62392,10712,test_command_results/1_patches_30_cells_400_killed-pop6_10712/data,1,400,N
41924,100000,2075.09,765.5089999999999,2.6139099999999997,0,0,107.863,103.31200000000001,0,0.021164,0.015211600000000002,0,6155.18,17.5006,0,1.72164,1192.0,1253.0,763.0,831.0,1269.0,1292.0,1216.0,1146.0,1261.0,9.10469,4.0762599999999996,8.7928,7.94458,7.6736699999999995,7.32532,7.913860000000001,5.33131,5.12411,9000.0,44670.0,1512.0,623.0,194.0,0.0,0.0,0.0,32.0,38.0,23.0,1058.0,583.0,1512.0,0.0,0.0,116.0,5.15655,340.0,2.58075,6.75657,9351,test_command_results/100_patches_3_cells_200_killed-pop8_9351/data,100,200,N
42018,100000,22988900.0,2120.68,10766.3,0,0,120.781,115.781,0,0.014862,0.014862,0,1609.81,23.7402,0,7191.55,524.0,572.0,524.0,572.0,370.0,524.0,942.0,418.0,942.0,21.7066,71.4498,91.8976,20.4761,60.0175,21.3658,16.3441,58.8694,12.305,930.0,28230.0,942.0,3.0,3.0,0.0,0.0,0.0,14.0,14.0,14.0,942.0,451.0,942.0,0.0,0.0,3.0,1.21947,3.0,2.3867700000000003,5.718380000000001,10501,test_command_results/1_patches_30_cells_300_killed_ecology-pop6_10501/data,1,300,Y
42119,100000,1689.16,1084.68,1.5644,0,0,127.68299999999999,125.711,0,0.0376586,0.0376586,0,2823.06,-12.0814,0,1.12469,804.0,1639.0,2443.0,1707.0,2443.0,2443.0,2443.0,736.0,1707.0,11.1353,4.31684,3.12312,7.04524,3.2014,2.9447900000000002,3.48286,7.548710000000001,5.74821,9000.0,71010.0,2443.0,5.0,5.0,0.0,0.0,0.0,92.0,59.0,92.0,2443.0,1154.0,2443.0,0.0,0.0,3.0,1.57991,3.0,2.74017,6.69792,9067,test_command_results/100_patches_3_cells_100_killed_ecology-pop4_9067/data,100,100,Y
42220,100000,629180000.0,1698.15,214996.0,0,0,176.945,172.17700000000002,0,0.00195122,0.00195122,0,1859.34,-6.09681,0,171200.0,662.0,195.0,605.0,480.0,500.0,651.0,595.0,577.0,574.0,23.7469,50.3784,19.8378,26.5918,24.9879,17.8271,24.3989,28.2022,17.5281,9000.0,30690.0,1025.0,697.0,219.0,0.0,0.0,0.0,2.0,7.0,2.0,754.0,498.0,1025.0,0.0,0.0,36.0,2.73848,172.0,1.7166700000000001,4.70432,9333,test_command_results/100_patches_3_cells_200_killed-pop7_9333/data,100,200,N
42321,100000,77193500.0,2158.78,35249.9,0,0,120.39299999999999,115.389,0,0.0213675,0.0117521,0,1785.25,-34.3189,0,30943.5,534.0,625.0,516.0,622.0,490.0,517.0,813.0,369.0,663.0,34.9896,38.6319,62.1556,23.4869,38.6662,29.7505,23.2912,53.7787,17.8358,930.0,27870.0,936.0,408.0,133.0,0.0,0.0,0.0,20.0,15.0,11.0,684.0,462.0,936.0,0.0,0.0,37.0,2.92618,81.0,2.3092900000000003,5.49786,10718,test_command_results/1_patches_30_cells_400_killed-pop6_10718/data,1,400,N
42422,100000,67082600000000.0,4536.27,14601100000.0,0,0,256.501,239.31099999999998,0,0.00105932,0.0,0,1342.63,-6.5638,0,11017300000.0,923.0,918.0,434.0,925.0,765.0,921.0,637.0,274.0,632.0,27.9918,31.791999999999998,55.833,30.7576,39.1077,23.5037,53.0577,96.9262,55.7368,930.0,28320.0,944.0,663.0,165.0,0.0,0.0,0.0,1.0,1.0,0.0,457.0,460.0,944.0,0.0,0.0,29.0,1.8804299999999998,141.0,2.69923,6.81038,10055,test_command_results/1_patches_30_cells_100_killed-pop3_10055/data,1,100,N
42523,100000,10906100.0,2127.35,4983.84,0,0,120.83200000000001,115.853,0,0.00754717,0.00660377,0,1406.39,-1.31336,0,3457.84,503.0,568.0,467.0,878.0,703.0,747.0,590.0,393.0,756.0,26.3737,68.7095,30.7749,16.7296,35.317,18.6639,21.759,41.755,17.6042,9000.0,31560.0,1060.0,436.0,196.0,0.0,0.0,0.0,8.0,12.0,7.0,800.0,236.0,1060.0,0.0,0.0,53.0,3.88635,157.0,2.23422,5.2834,9316,test_command_results/100_patches_3_cells_200_killed-pop6_9316/data,100,200,N
42624,100000,5.13372e+93,16276.0,2.8378800000000004e+89,0,0,872.951,667.53,0,0.00129199,0.0,0,2739.47,-80.4572,0,2.47021e+88,747.0,739.0,750.0,741.0,746.0,751.0,736.0,725.0,733.0,243.324,252.24200000000002,252.243,252.465,252.19099999999997,252.646,252.46400000000003,252.46599999999998,252.643,930.0,23190.0,774.0,721.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,372.0,774.0,0.0,0.0,28.0,0.752175,31.0,3.04986,8.614989999999999,10778,test_command_results/1_patches_30_cells_400_killed-pop9_10778/data,1,400,N
42716,100000,766122.0,1500.5,506.61699999999996,0,0,169.662,162.202,0,0.00878049,0.00878049,0,2090.95,-19.7983,0,333.11400000000003,469.0,454.0,236.0,923.0,1025.0,1025.0,923.0,891.0,891.0,22.3267,22.8308,47.4031,11.3711,9.33873,13.3977,10.2914,11.6418,11.7612,930.0,30690.0,1025.0,5.0,5.0,0.0,0.0,0.0,9.0,9.0,9.0,1025.0,514.0,1025.0,0.0,0.0,4.0,1.76384,5.0,2.7298,6.6696,10080,test_command_results/1_patches_30_cells_100_killed_ecology-pop5_10080/data,1,100,Y
42807,100000,1.0511000000000001e+47,18069.6,5.5561500000000005e+42,0,0,986.352,722.5,0,0.0,0.0,0,2046.87,27.9781,0,5.488460000000001e+67,877.0,421.0,485.0,835.0,762.0,835.0,849.0,350.0,454.0,119.85799999999999,216.708,320.884,149.688,152.997,149.644,133.937,221.796,356.777,930.0,27120.0,904.0,880.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,463.0,904.0,0.0,0.0,24.0,2.0398400000000003,79.0,2.6174,6.49115,10858,test_command_results/1_patches_30_cells_500_killed-pop3_10858/data,1,500,N
42908,100000,8288.47,780.921,10.6186,0,0,108.0,104.197,0,0.0505155,0.0505155,0,3901.32,-10.6767,0,7.62387,970.0,970.0,684.0,970.0,763.0,286.0,493.0,684.0,684.0,10.0811,6.7126399999999995,7.57729,6.20838,13.8526,21.1215,12.9734,9.07044,8.475389999999999,930.0,28860.0,970.0,3.0,3.0,0.0,0.0,0.0,49.0,43.0,49.0,970.0,485.0,970.0,0.0,0.0,3.0,1.49804,3.0,2.6846200000000002,6.70661,10547,test_command_results/1_patches_30_cells_300_killed_ecology-pop8_10547/data,1,300,Y
43009,100000,2256410000.0,1836.24,820532.0,0,0,363.01,329.385,0,0.0101729,0.0101729,0,1148.0,0.934882,0,594242.0,662.0,251.0,662.0,661.0,368.0,662.0,405.0,294.0,368.0,16.4635,47.2805,16.8707,16.1371,54.4921,22.6011,25.7177,64.926,33.4334,9000.0,29190.0,983.0,310.0,35.0,0.0,0.0,0.0,10.0,11.0,10.0,983.0,447.0,983.0,0.0,0.0,7.0,1.98515,14.0,1.80178,4.38169,9421,test_command_results/100_patches_3_cells_300_killed_ecology-pop2_9421/data,100,300,Y
43110,100000,23633.8,801.0269999999999,26.9411,0,0,110.678,101.652,0,0.0124481,0.00414938,0,5058.24,30.986,0,19.0603,759.0,524.0,920.0,926.0,875.0,414.0,864.0,870.0,891.0,12.2428,10.8443,6.023280000000001,6.30617,7.51589,11.7984,7.812289999999999,7.299169999999999,7.270010000000001,930.0,28890.0,964.0,510.0,98.0,0.0,0.0,0.0,12.0,17.0,4.0,574.0,481.0,964.0,0.0,0.0,69.0,3.30137,187.0,2.74453,7.30167,10754,test_command_results/1_patches_30_cells_400_killed-pop8_10754/data,1,400,N
43211,100000,2074920.0,1607.78,1296.11,0,0,183.28099999999998,173.25,0,0.0222222,0.0222222,0,2014.19,49.5788,0,1027.45,511.0,434.0,167.0,945.0,945.0,945.0,945.0,778.0,778.0,16.6388,26.6784,54.5688,12.014000000000001,10.6575,11.6184,11.1319,14.7589,14.7846,930.0,28200.0,945.0,3.0,3.0,0.0,0.0,0.0,21.0,16.0,21.0,945.0,471.0,945.0,0.0,0.0,3.0,1.48816,3.0,2.76805,6.8232800000000005,10689,test_command_results/1_patches_30_cells_400_killed_ecology-pop5_10689/data,1,400,Y
43312,100000,1.25491e+22,4245.27,1.62044e+18,0,0,279.024,268.09,0,0.0,0.0,0,970.488,19.4481,0,1.37256e+18,671.0,584.0,662.0,557.0,662.0,674.0,667.0,573.0,560.0,68.033,56.8897,60.0269,53.4725,152.235,56.4324,58.2015,99.0476,56.4112,9000.0,29880.0,996.0,894.0,310.0,0.0,0.0,0.0,0.0,3.0,0.0,642.0,419.0,996.0,0.0,0.0,24.0,2.04799,318.0,1.9884,5.62236,11059,test_command_results/225_patches_2_cells_100_killed-pop3_11059/data,225,100,N
43406,100000,2643.76,1082.58,2.37643,0,0,129.921,125.949,0,0.0244706,0.018352900000000002,0,3296.91,-5.05938,0,1.54955,665.0,1597.0,1919.0,1221.0,1993.0,1614.0,1886.0,681.0,1191.0,10.9605,4.85475,3.88441,5.43876,3.76685,4.9356800000000005,3.8908300000000002,13.1511,5.43985,9000.0,62310.0,2125.0,1035.0,351.0,0.0,0.0,0.0,52.0,41.0,39.0,1404.0,948.0,2125.0,0.0,0.0,75.0,3.76706,158.0,2.50743,6.00479,9075,test_command_results/100_patches_3_cells_100_killed-pop4_9075/data,100,100,N
43507,100000,244528000.0,2206.4,97194.8,0,0,353.95300000000003,303.606,0,0.0104265,0.0104265,0,1051.72,-3.26495,0,87481.5,934.0,682.0,935.0,885.0,559.0,935.0,548.0,375.0,560.0,14.6534,47.6267,18.1393,16.1929,55.5155,17.5426,21.318,43.7141,33.0339,9000.0,31350.0,1055.0,142.0,47.0,0.0,0.0,0.0,11.0,9.0,11.0,1055.0,322.0,1055.0,0.0,0.0,9.0,2.26457,16.0,2.38653,6.07163,9220,test_command_results/100_patches_3_cells_200_killed_ecology-pop2_9220/data,100,200,Y
43608,100000,3.17313e+31,8888.07,2.39135e+27,0,0,761.06,524.092,0,0.00227273,0.0,0,1580.3,-22.309,0,2.1794300000000003e+90,644.0,28.0,624.0,76.0,567.0,611.0,34.0,511.0,503.0,130.601,994.9910000000001,131.972,994.9110000000001,131.918,132.04,943.18,132.14600000000002,131.986,9000.0,26370.0,880.0,858.0,50.0,0.0,0.0,0.0,2.0,1.0,0.0,285.0,305.0,880.0,0.0,0.0,27.0,2.20205,101.0,1.7609,4.08864,9210,test_command_results/100_patches_3_cells_200_killed-pop1_9210/data,100,200,N
43709,100000,2422630000.0,2156.01,660493.0,0,0,193.93400000000003,189.515,0,0.0057947,0.0057947,0,676.315,-5.888240000000001,0,-6.22756e+53,858.0,459.0,859.0,400.0,857.0,859.0,858.0,459.0,400.0,11.5315,32.8833,17.1155,41.7878,11.1322,17.5836,14.5183,41.1895,44.9493,9000.0,36060.0,1208.0,480.0,154.0,0.0,0.0,0.0,7.0,10.0,7.0,1208.0,565.0,1208.0,0.0,0.0,6.0,1.60233,66.0,1.9855900000000002,4.95913,11047,test_command_results/225_patches_2_cells_100_killed_ecology-pop3_11047/data,225,100,Y
43804,100000,119035.0,1031.71,116.686,0,0,217.525,204.33900000000003,0,0.0146905,0.0146905,0,2997.72,33.8428,0,81.9071,706.0,953.0,706.0,953.0,706.0,706.0,706.0,953.0,247.0,9.8981,6.88852,9.500739999999999,7.1253,10.940999999999999,9.50463,11.5819,7.191789999999999,24.4802,930.0,28590.0,953.0,2.0,2.0,0.0,0.0,0.0,14.0,18.0,14.0,953.0,470.0,953.0,0.0,0.0,2.0,0.82716,2.0,2.7397299999999998,6.9589,10988,test_command_results/1_patches_30_cells_500_killed_ecology-pop10_10988/data,1,500,Y
43905,100000,1400600000.0,2484.34,557847.0,0,0,242.016,226.41299999999998,0,0.00842105,0.00210526,0,1959.96,-22.4662,0,350391.0,420.0,496.0,936.0,914.0,878.0,931.0,879.0,879.0,896.0,38.3917,35.5713,16.8961,15.9542,18.2537,19.4358,18.17,18.3616,18.4429,930.0,28500.0,950.0,700.0,138.0,0.0,0.0,0.0,8.0,9.0,2.0,404.0,489.0,950.0,0.0,0.0,39.0,1.9607700000000001,113.0,2.87344,7.60906,10298,test_command_results/1_patches_30_cells_200_killed-pop5_10298/data,1,200,N
44006,100000,61430.4,1102.91,56.0395,0,0,128.01,125.995,0,0.026177999999999996,0.026177999999999996,0,2872.42,-16.7262,0,46.0059,310.0,955.0,645.0,955.0,955.0,955.0,630.0,325.0,630.0,19.605999999999998,7.17148,10.6018,6.96082,7.242539999999999,6.9459,10.5336,21.9225,10.6851,930.0,28440.0,955.0,3.0,3.0,0.0,0.0,0.0,25.0,23.0,25.0,955.0,479.0,955.0,0.0,0.0,3.0,1.5848,3.0,2.73244,6.66316,10867,test_command_results/1_patches_30_cells_500_killed_ecology-pop4_10867/data,1,500,Y
44107,100000,1728.89,1055.01,1.59345,0,0,132.53799999999998,128.45,0,0.00875448,0.0051731,0,3383.15,-46.6716,0,1.1130799999999998,725.0,1536.0,2280.0,1532.0,2305.0,2365.0,2262.0,708.0,1524.0,7.726960000000001,3.5782599999999998,2.46835,3.52641,2.4875,2.26186,2.3349599999999997,7.90405,3.6835400000000003,9000.0,74820.0,2513.0,1286.0,484.0,0.0,0.0,0.0,22.0,55.0,13.0,1656.0,1113.0,2513.0,0.0,0.0,61.0,3.1832,148.0,2.51249,6.05851,11070,test_command_results/225_patches_2_cells_100_killed-pop4_11070/data,225,100,N
44208,100000,79689600.0,2556.62,31193.3,0,0,178.438,172.813,0,0.0052356,0.0052356,0,1299.41,-5.57033,0,31670.9,955.0,776.0,0.0,955.0,955.0,955.0,955.0,955.0,955.0,14.9107,44.1705,994.992,15.9927,16.0548,31.3154,14.7323,31.1477,21.3406,930.0,28620.0,955.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,955.0,454.0,955.0,0.0,0.0,2.0,0.696489,2.0,2.91581,7.81237,10527,test_command_results/1_patches_30_cells_300_killed_ecology-pop7_10527/data,1,300,Y
44309,100000,90342600000.0,3089.73,26210600.0,0,0,174.955,165.53,0,0.00322234,0.00107411,0,1720.62,35.439,0,20572100.0,905.0,780.0,183.0,896.0,800.0,795.0,729.0,780.0,779.0,32.757,28.2044,99.2601,26.5853,35.0717,28.6699,34.1326,29.2165,26.195,930.0,27960.0,931.0,567.0,144.0,0.0,0.0,0.0,3.0,5.0,1.0,541.0,454.0,931.0,0.0,0.0,26.0,2.0629,104.0,2.5949,7.137630000000001,10734,test_command_results/1_patches_30_cells_400_killed-pop7_10734/data,1,400,N
44410,100000,151963.0,1106.51,129.839,0,0,137.68200000000002,133.274,0,0.0213447,0.012806799999999998,0,3354.57,34.0507,0,91.0143,378.0,881.0,743.0,728.0,858.0,866.0,577.0,273.0,564.0,22.1318,7.8325,9.71593,9.8812,7.83812,8.19041,10.4418,31.7552,10.1584,930.0,27990.0,937.0,518.0,167.0,0.0,0.0,0.0,20.0,18.0,12.0,604.0,443.0,937.0,0.0,0.0,56.0,3.1913,93.0,2.56228,6.26845,10871,test_command_results/1_patches_30_cells_500_killed-pop4_10871/data,1,500,N
44511,100000,197227.0,998.413,195.873,0,0,211.06,189.77200000000002,0,0.00727651,0.00519751,0,3474.02,-8.51695,0,125.17299999999999,671.0,945.0,667.0,936.0,621.0,664.0,635.0,900.0,265.0,9.774460000000001,6.748410000000001,9.53739,6.842969999999999,10.2801,9.28908,9.98196,7.41592,24.8903,930.0,28740.0,962.0,691.0,144.0,0.0,0.0,0.0,7.0,10.0,5.0,445.0,496.0,962.0,0.0,0.0,28.0,1.83243,63.0,2.62423,6.556019999999999,10791,test_command_results/1_patches_30_cells_400_killed-pop10_10791/data,1,400,N
44612,100000,136892.0,1002.71,132.94,0,0,214.234,201.40099999999998,0,0.0117021,0.0117021,0,3036.01,-24.0931,0,81.5905,649.0,940.0,649.0,940.0,649.0,649.0,649.0,940.0,291.0,8.74527,6.58016,9.064919999999999,6.61022,9.02203,9.19999,9.0587,6.90964,35.2849,930.0,28170.0,940.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,11.0,940.0,452.0,940.0,0.0,0.0,2.0,0.8930629999999999,2.0,2.6901,6.7603800000000005,10982,test_command_results/1_patches_30_cells_500_killed_ecology-pop10_10982/data,1,500,Y
44713,100000,340215000.0,2308.82,145820.0,0,0,210.59400000000002,196.43900000000002,0,0.0115304,0.00209644,0,2234.13,119.281,0,86476.6,643.0,514.0,898.0,914.0,878.0,912.0,887.0,879.0,889.0,38.3478,29.3372,18.1364,15.4415,19.0097,16.3632,18.8564,16.804000000000002,17.235,930.0,28590.0,954.0,685.0,155.0,0.0,0.0,0.0,11.0,11.0,2.0,437.0,465.0,954.0,0.0,0.0,47.0,2.53563,95.0,2.8645400000000003,7.77125,10292,test_command_results/1_patches_30_cells_200_killed-pop5_10292/data,1,200,N
44805,100000,274016000000000.0,2947.25,53977000000.0,0,0,226.75900000000001,216.44099999999997,0,0.00823893,0.0030896,0,1192.94,9.82615,0,-7.912000000000001e+45,577.0,259.0,502.0,527.0,575.0,580.0,582.0,193.0,379.0,36.760999999999996,53.213,42.2208,44.5599,41.5676,33.3812,34.9872,76.2056,62.7098,9000.0,28920.0,971.0,787.0,259.0,0.0,0.0,0.0,8.0,4.0,3.0,578.0,479.0,971.0,0.0,0.0,30.0,2.44084,165.0,1.6604900000000002,4.29029,9250,test_command_results/100_patches_3_cells_200_killed-pop3_9250/data,100,200,N
44898,100000,3.25634e+30,10583.5,2.94602e+26,0,0,568.9019999999999,442.39599999999996,0,0.0,0.0,0,3796.8,-198.023,0,-1.2599e+36,868.0,872.0,223.0,873.0,863.0,871.0,651.0,215.0,644.0,77.2661,101.98299999999999,174.291,76.6645,83.7543,76.1954,132.678,191.71599999999998,137.232,930.0,27480.0,916.0,828.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,462.0,916.0,0.0,0.0,22.0,1.30985,83.0,2.63972,6.63755,10852,test_command_results/1_patches_30_cells_500_killed-pop3_10852/data,1,500,N
44999,100000,98570.9,1022.78,102.156,0,0,217.05599999999998,204.55599999999998,0,0.0174897,0.0174897,0,3030.38,7.95333,0,75.7462,702.0,972.0,702.0,972.0,702.0,702.0,702.0,972.0,270.0,11.8976,6.87869,11.5646,7.5422199999999995,13.8055,11.4642,14.07,7.31232,17.5162,930.0,29070.0,972.0,2.0,2.0,0.0,0.0,0.0,17.0,20.0,17.0,972.0,499.0,972.0,0.0,0.0,2.0,0.854773,2.0,2.7205,6.881989999999999,10586,test_command_results/1_patches_30_cells_300_killed_ecology-pop10_10586/data,1,300,Y
45100,100000,1841770000000.0,3027.2,395150000.0,0,0,215.06900000000002,207.611,0,0.000938967,0.0,0,1018.36,6.23497,0,259781000.0,820.0,480.0,791.0,610.0,738.0,819.0,818.0,475.0,318.0,21.8973,61.1229,27.6709,36.3672,23.4787,24.6752,26.0482,61.5614,59.3484,9000.0,31950.0,1065.0,926.0,443.0,0.0,0.0,0.0,1.0,7.0,0.0,633.0,370.0,1065.0,0.0,0.0,32.0,2.5733099999999998,207.0,2.1375599999999997,5.5014199999999995,11053,test_command_results/225_patches_2_cells_100_killed-pop3_11053/data,225,100,N
45193,100000,1.49734e+42,16094.8,8.1696800000000005e+37,0,0,899.424,894.931,0,0.00130719,0.0,0,1150.96,-0.145046,0,6.78142e+37,765.0,765.0,0.0,765.0,765.0,765.0,765.0,0.0,765.0,152.002,152.005,994.992,142.207,140.108,142.227,140.159,994.992,140.033,930.0,22920.0,765.0,222.0,221.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,377.0,765.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10844,test_command_results/1_patches_30_cells_500_killed_ecology-pop3_10844/data,1,500,Y
45294,100000,2300430.0,1610.16,1430.24,0,0,183.59900000000002,173.63400000000001,0,0.0137566,0.0137566,0,2002.55,-12.9628,0,957.2669999999999,445.0,500.0,152.0,945.0,945.0,945.0,945.0,793.0,793.0,24.7579,22.2345,60.2754,12.5327,10.3681,13.9246,10.2991,15.2071,14.8412,930.0,28350.0,945.0,4.0,4.0,0.0,0.0,0.0,13.0,15.0,13.0,945.0,451.0,945.0,0.0,0.0,3.0,1.43403,3.0,2.7715099999999997,6.8388100000000005,10683,test_command_results/1_patches_30_cells_400_killed_ecology-pop5_10683/data,1,400,Y
45395,100000,1422.4,1067.29,1.3279100000000001,0,0,126.3,124.095,0,0.0221675,0.0221675,0,2839.59,13.4724,0,0.8963,716.0,1720.0,2436.0,1498.0,2436.0,2436.0,2436.0,938.0,1498.0,7.36125,4.91676,3.01389,3.7620400000000003,3.00451,2.99202,2.91474,13.6969,3.9283,9000.0,71550.0,2436.0,10.0,10.0,0.0,0.0,0.0,54.0,52.0,54.0,2436.0,1064.0,2436.0,0.0,0.0,3.0,1.57532,3.0,2.72155,6.614160000000001,11064,test_command_results/225_patches_2_cells_100_killed_ecology-pop4_11064/data,225,100,Y
45496,100000,119584000.0,2534.94,47176.0,0,0,178.063,173.063,0,0.011259,0.011259,0,1301.85,7.86092,0,49955.1,977.0,977.0,305.0,977.0,977.0,977.0,977.0,977.0,977.0,20.1236,27.7527,72.3196,18.0801,23.039,26.2874,21.6739,31.8832,18.2237,930.0,29310.0,977.0,2.0,2.0,0.0,0.0,0.0,11.0,14.0,11.0,977.0,481.0,977.0,0.0,0.0,2.0,0.8932450000000001,2.0,2.90889,8.31006,10125,test_command_results/1_patches_30_cells_100_killed_ecology-pop7_10125/data,1,100,Y
45590,100000,19638500.0,2101.9,9356.41,0,0,120.694,115.694,0,0.0170032,0.0170032,0,1674.78,9.85463,0,7174.9,507.0,591.0,507.0,591.0,350.0,507.0,941.0,434.0,941.0,27.3449,74.9343,104.712,22.0358,40.0653,27.0932,15.5837,37.547,16.5984,930.0,28170.0,941.0,3.0,3.0,0.0,0.0,0.0,16.0,14.0,16.0,941.0,469.0,941.0,0.0,0.0,3.0,1.3225799999999999,3.0,2.38752,5.70563,10700,test_command_results/1_patches_30_cells_400_killed_ecology-pop6_10700/data,1,400,Y
45691,100000,4.83263e+68,11474.2,3.77249e+64,0,0,627.515,362.087,0,0.0,0.0,0,4365.54,-28.9511,0,1.2728000000000002e+68,731.0,728.0,736.0,723.0,732.0,731.0,723.0,709.0,724.0,183.47,178.80200000000002,179.14700000000002,181.13099999999997,180.952,181.291,181.09099999999998,190.76,176.25799999999998,930.0,22290.0,743.0,702.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,351.0,743.0,0.0,0.0,19.0,0.510027,54.0,3.11096,8.798119999999999,10371,test_command_results/1_patches_30_cells_200_killed-pop9_10371/data,1,200,N
45792,100000,205618.0,999.789,209.585,0,0,215.27599999999998,197.49200000000002,0,0.0103306,0.007231399999999999,0,3397.08,-38.4588,0,147.91,701.0,936.0,693.0,948.0,662.0,689.0,672.0,902.0,794.0,12.7142,8.51782,12.9861,8.77612,13.6913,13.0791,13.6695,8.94697,23.3305,930.0,28980.0,968.0,646.0,144.0,0.0,0.0,0.0,10.0,9.0,7.0,515.0,502.0,968.0,0.0,0.0,43.0,2.37087,70.0,2.67427,7.22647,10591,test_command_results/1_patches_30_cells_300_killed-pop10_10591/data,1,300,N
